PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BAYCREEK C,7.0,204.0,171.0,2.0,63.0,45.0,0.0,4.0,1.0,1.0,83.0,69.0,0.0,37.0,28.0,4.0,741.0,722.0,7.0,919.0,674.0,3782.0
CATES L,3.0,119.0,73.0,0.0,28.0,25.0,0.0,3.0,1.0,1.0,50.0,36.0,0.0,22.0,32.0,2.0,575.0,489.0,3.0,557.0,349.0,2368.0
DULUTH E,9.0,136.0,84.0,0.0,53.0,34.0,0.0,3.0,1.0,0.0,85.0,44.0,0.0,99.0,97.0,1.0,533.0,386.0,1.0,607.0,293.0,2466.0
GOODWINS D,2.0,127.0,93.0,1.0,38.0,24.0,0.0,2.0,1.0,0.0,136.0,97.0,0.0,99.0,70.0,1.0,607.0,569.0,0.0,265.0,197.0,2329.0
LAWRENCEVILLE G,4.0,74.0,63.0,0.0,29.0,15.0,0.0,0.0,2.0,0.0,89.0,70.0,0.0,68.0,79.0,0.0,187.0,173.0,4.0,377.0,277.0,1511.0
LAWRENCEVILLE H,6.0,102.0,84.0,1.0,29.0,19.0,0.0,7.0,1.0,1.0,94.0,64.0,1.0,72.0,78.0,3.0,707.0,653.0,3.0,277.0,208.0,2410.0
MARTINS F,5.0,54.0,46.0,0.0,36.0,13.0,0.0,3.0,0.0,0.0,133.0,74.0,0.0,41.0,36.0,0.0,153.0,146.0,1.0,296.0,156.0,1193.0
PINCKNEYVILLE S,3.0,63.0,60.0,0.0,24.0,12.0,0.0,1.0,1.0,0.0,160.0,114.0,0.0,81.0,93.0,0.0,313.0,307.0,2.0,273.0,149.0,1656.0
ROCKBRIDGE E,11.0,107.0,77.0,0.0,33.0,28.0,0.0,4.0,1.0,0.0,43.0,33.0,0.0,31.0,24.0,2.0,307.0,292.0,5.0,826.0,481.0,2305.0
SUGAR HILL E,3.0,70.0,66.0,1.0,17.0,14.0,0.0,3.0,1.0,0.0,68.0,44.0,0.0,59.0,51.0,1.0,643.0,548.0,3.0,172.0,122.0,1886.0
LAWRENCEVILLE I,4.0,82.0,87.0,0.0,25.0,26.0,0.0,0.0,0.0,0.0,92.0,50.0,0.0,19.0,21.0,1.0,421.0,356.0,1.0,353.0,218.0,1756.0
BAYCREEK D,1.0,139.0,102.0,0.0,37.0,18.0,0.0,1.0,0.0,0.0,61.0,37.0,0.0,39.0,23.0,1.0,780.0,655.0,1.0,482.0,350.0,2727.0
BERKSHIRE J,1.0,67.0,57.0,0.0,15.0,17.0,0.0,1.0,1.0,0.0,23.0,19.0,0.0,87.0,69.0,2.0,639.0,611.0,1.0,120.0,94.0,1824.0
CATES M,4.0,89.0,88.0,0.0,32.0,30.0,0.0,0.0,4.0,0.0,55.0,28.0,1.0,79.0,66.0,2.0,887.0,856.0,1.0,218.0,168.0,2608.0
CATES N,3.0,68.0,51.0,0.0,25.0,12.0,0.0,1.0,1.0,1.0,29.0,21.0,0.0,18.0,24.0,0.0,599.0,502.0,1.0,160.0,119.0,1635.0
DULUTH F,2.0,160.0,91.0,1.0,47.0,20.0,0.0,3.0,1.0,2.0,112.0,90.0,3.0,154.0,129.0,1.0,272.0,246.0,3.0,837.0,387.0,2561.0
DULUTH G,4.0,68.0,68.0,0.0,18.0,14.0,0.0,2.0,0.0,1.0,36.0,32.0,2.0,93.0,95.0,1.0,550.0,526.0,0.0,144.0,94.0,1748.0
GOODWINS E,3.0,122.0,128.0,0.0,33.0,36.0,0.0,4.0,0.0,1.0,101.0,68.0,2.0,165.0,150.0,2.0,786.0,717.0,0.0,365.0,213.0,2896.0
GOODWINS F,3.0,82.0,88.0,0.0,37.0,26.0,0.0,1.0,1.0,0.0,75.0,53.0,0.0,68.0,57.0,2.0,429.0,389.0,1.0,226.0,151.0,1689.0
PINCKNEYVILLE T,4.0,62.0,75.0,0.0,22.0,26.0,0.0,1.0,2.0,2.0,132.0,85.0,3.0,85.0,70.0,1.0,350.0,319.0,1.0,195.0,119.0,1554.0
SUWANEE B,4.0,119.0,106.0,2.0,32.0,31.0,0.0,0.0,0.0,0.0,61.0,42.0,1.0,141.0,145.0,5.0,723.0,712.0,1.0,258.0,176.0,2559.0
PINCKNEYVILLE U,0.0,50.0,39.0,1.0,22.0,12.0,0.0,1.0,0.0,0.0,21.0,16.0,0.0,18.0,13.0,1.0,359.0,333.0,3.0,218.0,125.0,1232.0
PUCKETTS B,6.0,77.0,63.0,0.0,18.0,11.0,0.0,1.0,1.0,0.0,67.0,41.0,0.0,33.0,46.0,3.0,616.0,580.0,0.0,141.0,112.0,1816.0
BERKSHIRE L,1.0,68.0,49.0,1.0,18.0,15.0,0.0,2.0,1.0,0.0,130.0,75.0,0.0,74.0,60.0,2.0,207.0,213.0,6.0,422.0,235.0,1579.0
ROCKBRIDGE F,10.0,161.0,132.0,0.0,46.0,28.0,0.0,2.0,3.0,1.0,46.0,23.0,0.0,23.0,11.0,0.0,346.0,301.0,6.0,1443.0,879.0,3461.0
SUGAR HILL F,3.0,105.0,96.0,0.0,35.0,24.0,0.0,2.0,3.0,0.0,88.0,59.0,0.0,73.0,75.0,2.0,720.0,659.0,0.0,171.0,93.0,2208.0
SUWANEE C,9.0,105.0,130.0,1.0,31.0,27.0,0.0,3.0,1.0,1.0,57.0,51.0,1.0,175.0,154.0,2.0,889.0,760.0,0.0,257.0,186.0,2840.0
CATES O,0.0,38.0,29.0,0.0,16.0,14.0,0.0,0.0,1.0,1.0,19.0,13.0,0.0,21.0,29.0,1.0,250.0,244.0,1.0,94.0,91.0,862.0
BAYCREEK E,4.0,87.0,63.0,1.0,23.0,11.0,0.0,2.0,2.0,0.0,56.0,22.0,0.0,6.0,6.0,0.0,439.0,356.0,1.0,392.0,259.0,1730.0
BERKSHIRE M,0.0,42.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,28.0,21.0,0.0,47.0,48.0,0.0,357.0,335.0,0.0,93.0,78.0,1106.0
MARTINS G,2.0,41.0,44.0,0.0,17.0,14.0,0.0,0.0,0.0,0.0,106.0,86.0,0.0,35.0,26.0,0.0,188.0,159.0,0.0,259.0,174.0,1151.0
DULUTH H,3.0,75.0,61.0,0.0,22.0,14.0,0.0,1.0,1.0,1.0,61.0,26.0,0.0,64.0,75.0,2.0,504.0,393.0,1.0,227.0,111.0,1642.0
BERKSHIRE N,3.0,63.0,53.0,1.0,21.0,23.0,0.0,2.0,1.0,0.0,25.0,15.0,0.0,64.0,54.0,2.0,745.0,692.0,0.0,166.0,116.0,2046.0
PINCKNEYVILLE V,1.0,37.0,42.0,0.0,21.0,9.0,1.0,1.0,0.0,1.0,63.0,46.0,0.0,58.0,53.0,0.0,151.0,137.0,0.0,128.0,80.0,829.0
PINCKNEYVILLE W,1.0,117.0,76.0,0.0,28.0,17.0,0.0,3.0,4.0,2.0,125.0,92.0,0.0,83.0,97.0,1.0,550.0,516.0,1.0,283.0,177.0,2173.0
MARTINS H,6.0,118.0,110.0,1.0,49.0,31.0,0.0,2.0,1.0,2.0,201.0,129.0,2.0,106.0,142.0,0.0,384.0,380.0,5.0,549.0,292.0,2510.0
MARTINS I,6.0,71.0,63.0,0.0,37.0,25.0,0.0,1.0,3.0,4.0,203.0,162.0,0.0,104.0,114.0,4.0,173.0,142.0,1.0,374.0,239.0,1726.0
MARTINS J,9.0,109.0,75.0,1.0,42.0,20.0,0.0,0.0,1.0,1.0,213.0,118.0,2.0,43.0,49.0,2.0,162.0,179.0,2.0,534.0,291.0,1853.0
GARNERS F,3.0,31.0,37.0,0.0,7.0,11.0,0.0,1.0,0.0,0.0,17.0,9.0,0.0,40.0,42.0,1.0,347.0,310.0,0.0,95.0,73.0,1024.0
BERKSHIRE O,2.0,55.0,68.0,1.0,19.0,15.0,0.0,0.0,0.0,0.0,30.0,14.0,1.0,54.0,47.0,2.0,576.0,514.0,2.0,147.0,98.0,1645.0
BERKSHIRE P,1.0,33.0,22.0,0.0,10.0,17.0,0.0,0.0,0.0,1.0,72.0,52.0,1.0,22.0,28.0,0.0,145.0,129.0,0.0,117.0,63.0,713.0
PINCKNEYVILLE X,2.0,103.0,99.0,0.0,37.0,24.0,0.0,2.0,3.0,0.0,38.0,21.0,1.0,119.0,114.0,0.0,653.0,649.0,1.0,162.0,119.0,2147.0
ROCKBRIDGE G,11.0,144.0,111.0,1.0,43.0,27.0,0.0,2.0,1.0,1.0,38.0,29.0,1.0,10.0,9.0,1.0,375.0,351.0,3.0,1258.0,746.0,3162.0
PINCKNEYVILLE Y,2.0,59.0,54.0,0.0,28.0,26.0,0.0,0.0,4.0,0.0,181.0,123.0,0.0,60.0,66.0,0.0,113.0,110.0,2.0,335.0,210.0,1373.0
GOODWINS G,9.0,73.0,63.0,1.0,25.0,11.0,0.0,1.0,0.0,0.0,106.0,60.0,0.0,35.0,37.0,0.0,209.0,180.0,1.0,319.0,219.0,1349.0
PINCKNEYVILLE Z,13.0,44.0,40.0,0.0,7.0,17.0,0.0,1.0,0.0,0.0,17.0,11.0,0.0,22.0,20.0,1.0,541.0,542.0,1.0,23.0,20.0,1320.0
PINCKNEYVILLE A1,5.0,70.0,64.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,40.0,42.0,1.0,751.0,752.0,0.0,50.0,47.0,1887.0
LAWRENCEVILLE J,3.0,56.0,32.0,0.0,16.0,18.0,0.0,0.0,3.0,0.0,65.0,37.0,0.0,23.0,23.0,0.0,204.0,210.0,0.0,283.0,182.0,1155.0
GOODWINS H,5.0,51.0,59.0,0.0,18.0,17.0,0.0,1.0,2.0,0.0,73.0,69.0,1.0,52.0,39.0,1.0,429.0,406.0,0.0,198.0,144.0,1565.0
DUNCANS B,7.0,144.0,139.0,0.0,19.0,12.0,0.0,3.0,2.0,0.0,45.0,45.0,1.0,37.0,31.0,3.0,1118.0,1062.0,3.0,217.0,167.0,3055.0
SUWANEE D,6.0,134.0,107.0,0.0,32.0,33.0,0.0,1.0,0.0,0.0,48.0,39.0,0.0,112.0,111.0,1.0,1000.0,918.0,0.0,158.0,142.0,2842.0
SUWANEE E,5.0,131.0,101.0,1.0,24.0,32.0,0.0,1.0,0.0,1.0,39.0,30.0,0.0,94.0,77.0,3.0,966.0,866.0,2.0,145.0,111.0,2629.0
LAWRENCEVILLE K,2.0,73.0,69.0,0.0,28.0,31.0,0.0,1.0,2.0,0.0,78.0,51.0,0.0,65.0,57.0,1.0,547.0,490.0,1.0,223.0,136.0,1855.0
HARBINS B,6.0,113.0,110.0,0.0,28.0,17.0,0.0,0.0,1.0,0.0,84.0,48.0,0.0,32.0,16.0,4.0,823.0,743.0,3.0,306.0,241.0,2575.0
BAYCREEK F,8.0,143.0,105.0,0.0,32.0,26.0,0.0,0.0,0.0,0.0,62.0,39.0,0.0,34.0,34.0,1.0,517.0,409.0,3.0,759.0,485.0,2657.0
PUCKETTS C,5.0,90.0,77.0,0.0,14.0,23.0,0.0,1.0,3.0,0.0,75.0,56.0,0.0,30.0,26.0,0.0,583.0,502.0,1.0,177.0,116.0,1779.0
HOG MOUNTAIN C,3.0,99.0,92.0,0.0,19.0,13.0,0.0,1.0,2.0,0.0,120.0,98.0,1.0,41.0,38.0,4.0,713.0,632.0,0.0,235.0,141.0,2252.0
ROCKYCREEK B,2.0,150.0,106.0,1.0,32.0,30.0,0.0,0.0,1.0,1.0,121.0,87.0,1.0,50.0,49.0,1.0,877.0,792.0,2.0,313.0,250.0,2866.0
